flow_id,switch_name,controller_name,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,Srate,Drate,Dur,Bytes,proto_number,N_Conn_P_FirstIP,N_Conn_P_SecondIP,Avg_Packet_Size
7084,s5,C3_Merkez,10.0.5.12,202.32.227.5,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
2207,s5,C3_Merkez,10.0.1.18,10.0.5.11,44408,80,1,1,0.013494219879109873,0.013494219879109873,74.105803,148,6,1,3,73.9999630000185
42846,s5,C3_Merkez,10.0.4.17,10.0.5.11,51500,5201,37,30,7.163491594223437,5.808236427748733,5.165079,58838,6,1,3,878.1790913704614
10987,s5,C3_Merkez,10.0.1.18,10.0.5.11,53254,80,1,0,0.0,0.0,0.0,54,6,1,3,53.999946000054
30937,s5,C3_Merkez,10.0.5.12,194.78.4.28,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
55557,s5,C3_Merkez,10.0.5.12,146.197.48.142,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
63642,s5,C3_Merkez,10.0.1.18,10.0.5.11,44396,80,0,1,0.0,0.0,0.0,74,6,1,3,73.99992600007401
28847,s5,C3_Merkez,10.0.5.12,206.103.27.87,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
42302,s5,C3_Merkez,10.0.5.12,43.23.208.238,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
20098,s5,C3_Merkez,10.0.5.12,107.8.50.164,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
26940,s5,C3_Merkez,10.0.5.12,213.97.221.40,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
21822,s5,C3_Merkez,10.0.5.12,207.143.100.203,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
59017,s5,C3_Merkez,10.0.5.12,195.31.122.53,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
23393,s5,C3_Merkez,10.0.5.12,253.26.194.93,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
47431,s5,C3_Merkez,10.0.5.12,127.55.159.157,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
21138,s5,C3_Merkez,10.0.5.12,111.22.199.135,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
13947,s5,C3_Merkez,10.0.5.12,101.161.82.40,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
14424,s5,C3_Merkez,10.0.5.12,164.174.175.252,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
2207,s5,C3_Merkez,10.0.1.18,10.0.5.11,44408,80,0,1,0.0,0.0,0.0,74,6,1,2,73.99992600007401
39619,s5,C3_Merkez,10.0.5.12,126.31.74.221,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
4986,s5,C3_Merkez,10.0.5.12,62.246.10.241,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
28762,s5,C3_Merkez,10.0.5.12,161.255.199.50,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
37560,s5,C3_Merkez,10.0.5.12,172.103.0.6,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
17216,s5,C3_Merkez,10.0.5.12,206.241.242.220,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
13059,s5,C3_Merkez,10.0.5.12,227.27.29.4,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
9104,s5,C3_Merkez,10.0.5.12,78.76.160.178,12345,53,0,2,0.0,0.00064862665627818,3083.437877,2084,17,139,1,1041.9994790002604
37257,s5,C3_Merkez,10.0.5.12,105.196.69.9,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
37370,s5,C3_Merkez,10.0.5.12,19.31.184.107,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
39268,s5,C3_Merkez,10.0.5.12,123.55.23.53,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
11103,s5,C3_Merkez,10.0.5.12,84.204.183.107,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
2745,s5,C3_Merkez,10.0.5.12,228.16.103.41,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
13062,s5,C3_Merkez,10.0.5.12,251.215.233.238,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
18107,s5,C3_Merkez,10.0.2.19,10.0.5.12,38546,5002,0,1,0.0,0.0,0.0,54,6,1,139,53.999946000054
21481,s5,C3_Merkez,10.0.5.12,129.79.144.17,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
20858,s5,C3_Merkez,10.0.5.12,192.120.249.228,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
51746,s5,C3_Merkez,10.0.5.12,142.4.235.44,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
56072,s5,C3_Merkez,10.0.5.12,202.43.168.130,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
3355,s5,C3_Merkez,10.0.5.12,179.95.100.109,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
29723,s5,C3_Merkez,10.0.5.12,102.231.178.238,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
7967,s5,C3_Merkez,10.0.5.12,251.177.210.19,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
13867,s5,C3_Merkez,10.0.5.12,51.239.22.3,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
36047,s5,C3_Merkez,10.0.5.12,92.181.61.218,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
59659,s5,C3_Merkez,10.0.5.12,211.210.190.31,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
3860,s5,C3_Merkez,10.0.5.12,11.147.249.244,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
20799,s5,C3_Merkez,10.0.5.12,81.57.55.162,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
33626,s5,C3_Merkez,10.0.5.12,197.116.202.112,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
5632,s5,C3_Merkez,10.0.5.12,51.223.175.12,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
